species,longitude,latitude,year,base,id_og
Akodon cursor,-43.84669876,-19.98559952,1999,speciesLink,MCN-M 783
Akodon cursor,-43.84669876,-19.98559952,1999,speciesLink,MCN-M 784
Akodon cursor,-43.84669876,-19.98559952,1999,speciesLink,MCN-M 784
Akodon cursor,-43.84669876,-19.98559952,1999,speciesLink,MCN-M 785
Akodon cursor,-43.84669876,-19.98559952,1999,speciesLink,MCN-M 785
Akodon cursor,-43.84669876,-19.98559952,1999,speciesLink,MCN-M 786
Akodon cursor,-43.84669876,-19.98559952,,speciesLink,MCN-M 786
Akodon cursor,-43.84669876,-19.98559952,1999,speciesLink,MCN-M 787
Akodon cursor,-43.84669876,-19.98559952,1999,speciesLink,MCN-M 787
Akodon cursor,-43.84669876,-19.98559952,1998,speciesLink,MCN-M 788
Akodon cursor,-43.84669876,-19.98559952,1998,speciesLink,MCN-M 788
Akodon cursor,-43.84669876,-19.98559952,1998,speciesLink,MCN-M 789
Akodon cursor,-43.84669876,-19.98559952,1998,speciesLink,MCN-M 789
Akodon cursor,-43.84669876,-19.98559952,1999,speciesLink,MCN-M 790
Akodon cursor,-43.84669876,-19.98559952,1999,speciesLink,MCN-M 790
Akodon cursor,-43.84669876,-19.98559952,2002,speciesLink,MCN-M 1195
Akodon cursor,-43.84669876,-19.98559952,2002,speciesLink,MCN-M 1195
Akodon cursor,-43.84669876,-19.98559952,1998,speciesLink,MCN-M 3190
Akodon cursor,-43.84669876,-19.98559952,1998,speciesLink,MCN-M 3190
Akodon cursor,-43.84669876,-19.98559952,1998,speciesLink,MCN-M 3250
Akodon cursor,-43.84669876,-19.98559952,1998,speciesLink,MCN-M 3250
Akodon cursor,-43.84669876,-19.98559952,1999,speciesLink,MCN-M 689
Akodon cursor,-43.84669876,-19.98559952,1999,speciesLink,MCN-M 658
Akodon cursor,-43.84669876,-19.98559952,1999,speciesLink,MCN-M 690
Akodon cursor,-43.84669876,-19.98559952,1999,speciesLink,MCN-M 658
Akodon cursor,-43.84669876,-19.98559952,1999,speciesLink,MCN-M 690
Akodon cursor,-43.84669876,-19.98559952,1999,speciesLink,MCN-M 689
Akodon cursor,-43.84669876,-19.98559952,1990,speciesLink,MCN-M 9
Akodon cursor,-43.84669876,-19.98559952,1990,speciesLink,MCN-M 9
Akodon cursor,-43.84669876,-19.98559952,1990,speciesLink,MCN-M 53
Akodon cursor,-43.84669876,-19.98559952,1990,speciesLink,MCN-M 53
Akodon cursor,-42.33000183,-20.52059937,2013,speciesLink,MCN-M 3139
Akodon cursor,-42.33000183,-20.52059937,2013,speciesLink,MCN-M 3139
Akodon cursor,-42.71360016,-20.59720039,1997,speciesLink,MCN-M 406
Akodon cursor,-42.71360016,-20.59720039,1997,speciesLink,MCN-M 406
Akodon cursor,-43.17419815,-19.92919922,2011,speciesLink,MCN-M 2488
Akodon cursor,-43.17419815,-19.92919922,2011,speciesLink,MCN-M 2488
Akodon cursor,-43.41529846,-19.95940018,1994,speciesLink,MCN-M 112
Akodon cursor,-43.41529846,-19.95940018,1994,speciesLink,MCN-M 112
Akodon cursor,-43.71440125,-19.16889954,2003,speciesLink,MCN-M 976
Akodon cursor,-43.71440125,-19.16889954,2003,speciesLink,MCN-M 976
Akodon cursor,-42.39170074,-22.6508007,1999,speciesLink,MCN-M 487
Akodon cursor,-42.39170074,-22.6508007,1999,speciesLink,MCN-M 487
Akodon cursor,-42.39170074,-22.6508007,1999,speciesLink,MCN-M 486
Akodon cursor,-42.39170074,-22.6508007,1999,speciesLink,MCN-M 486
Akodon cursor,-51.076417,-18.784611,2012,speciesLink,CM674
Akodon cursor,-51.076417,-18.784611,2012,speciesLink,CM675
Akodon cursor,-48.4142,-25.3483,1992,speciesLink,8039
Akodon cursor,0,0,,speciesLink,8045
Akodon cursor,-48.4142,-25.3483,1992,speciesLink,8040
Akodon cursor,0,0,,speciesLink,8037
Akodon cursor,-48.4142,-25.3483,1992,speciesLink,8038
Akodon cursor,0,0,,speciesLink,8046
Akodon cursor,-48.4142,-25.3483,1993,speciesLink,8041
Akodon cursor,0,0,,speciesLink,8044
Akodon cursor,0,0,,speciesLink,8035
Akodon cursor,-48.3208,-25.3467,1992,speciesLink,8036
Akodon cursor,0,0,,speciesLink,8034
Akodon cursor,-48.3208,-25.3467,1992,speciesLink,8033
Akodon cursor,0,0,,speciesLink,8042
Akodon cursor,0,0,,speciesLink,8043
Akodon cursor,0,0,1987,speciesLink,MHNCI 3087
Akodon cursor,0,0,1987,speciesLink,MHNCI 3056
Akodon cursor,0,0,1987,speciesLink,MHNCI 3086
Akodon cursor,0,0,2004,speciesLink,MHNCI 4707
Akodon cursor,0,0,1986,speciesLink,MHNCI 3089
Akodon cursor,0,0,1986,speciesLink,MHNCI 3119
Akodon cursor,0,0,1986,speciesLink,MHNCI 3083
Akodon cursor,0,0,1987,speciesLink,MHNCI 3108
Akodon cursor,0,0,1987,speciesLink,MHNCI 3061
Akodon cursor,-47.75,-24.834999,1900,speciesLink,18644
Akodon cursor,-46.8358,-23.865,1900,speciesLink,18360
Akodon cursor,-46.059399,-23.802799,1900,speciesLink,18534
Akodon cursor,-47.416699,-23.616699,1900,speciesLink,18358
Akodon cursor,-46.736099,-23.6042,1900,speciesLink,18372
Akodon cursor,-46.650002,-23.4167,1900,speciesLink,18354
Akodon cursor,-46.650002,-23.4167,1900,speciesLink,18356
Akodon cursor,-46.700802,-22.6119,1900,speciesLink,18635
Akodon cursor,-49.083301,-22.3167,1950,speciesLink,17328
Akodon cursor,-46.150002,-23.85,1950,speciesLink,17330
Akodon cursor,-47.400799,-20.538601,1900,speciesLink,18401
Akodon cursor,-47.555302,-24.708099,1900,speciesLink,18416
Akodon cursor,-48.365002,-24.0989,1900,speciesLink,18425
Akodon cursor,-48.052799,-23.5919,1900,speciesLink,18432
Akodon cursor,-48.5928,-24.5858,1900,speciesLink,18449
Akodon cursor,-51.5089,-20.6458,1900,speciesLink,18458
Akodon cursor,-49.340801,-24.115,1900,speciesLink,18466
Akodon cursor,-47.634701,-24.320801,1900,speciesLink,18478
Akodon cursor,-49.4897,-23.7078,1900,speciesLink,18488
Akodon cursor,-46.187801,-23.5228,1900,speciesLink,18504
Akodon cursor,-47.9258,-24.3878,1900,speciesLink,18526
Akodon cursor,-45.1758,-22.613899,1900,speciesLink,18577
Akodon cursor,-47.0019,-23.3969,1900,speciesLink,18578
Akodon cursor,-47.648899,-22.725,1900,speciesLink,18579
Akodon cursor,-47.648899,-22.725,1900,speciesLink,18579
Akodon cursor,-47.634701,-24.320801,1900,speciesLink,18582
Akodon cursor,-47.9258,-24.3878,1900,speciesLink,18601
Akodon cursor,-45.974201,-22.9011,1900,speciesLink,18617
Akodon cursor,-47.134998,-23.5289,1900,speciesLink,18629
Akodon cursor,-46.6339,-23.550301,1900,speciesLink,18630
Akodon cursor,-52.167801,-22.532801,1900,speciesLink,18649
Akodon cursor,-45.070801,-23.433901,1900,speciesLink,18653
Akodon cursor,-40.307778,-20.128611,1987,speciesLink,52
Akodon cursor,-40.533333,-19.865556,2010,speciesLink,3555
Akodon cursor,-40.533333,-19.865556,2010,speciesLink,3554
Akodon cursor,-40.533333,-19.865556,2010,speciesLink,3553
Akodon cursor,-40.54,-19.965,2001,speciesLink,2930
Akodon cursor,-40.070611,-19.151389,1990,speciesLink,293
Akodon cursor,-41.084056,-20.516611,2004,speciesLink,2623
Akodon cursor,-41.084056,-20.516611,2003,speciesLink,2574
Akodon cursor,-40.600278,-19.935556,2000,speciesLink,2331
Akodon cursor,-40.600278,-19.935556,2000,speciesLink,2296
Akodon cursor,-40.600278,-19.935556,2000,speciesLink,2244
Akodon cursor,-40.600278,-19.935556,2000,speciesLink,2218
Akodon cursor,-40.54,-19.965,1989,speciesLink,204
Akodon cursor,-40.54,-19.965,1989,speciesLink,203
Akodon cursor,-40.54,-19.965,1989,speciesLink,191
Akodon cursor,-41.18470001,-20.60359955,1979,speciesLink,9
Akodon cursor,-41.18470001,-20.60359955,1979,speciesLink,49
Akodon cursor,-41.18470001,-20.60359955,1979,speciesLink,42
Akodon cursor,-41.18470001,-20.60359955,1979,speciesLink,38
Akodon cursor,-40.51100159,-20.65800095,2000,speciesLink,2313
Akodon cursor,-40.91666667,-20.63333333,1992,speciesLink,MVZ:Mamm:200396
Akodon cursor,-42.65040151,-19.71714977,1996,speciesLink,MVZ:Mamm:199260
Akodon cursor,-39.0003603,-15.35046386,1996,speciesLink,MVZ:Mamm:199259
Akodon cursor,-39.0003603,-15.35046386,1996,speciesLink,MVZ:Mamm:198257
Akodon cursor,-39.0003603,-15.35046386,1996,speciesLink,MVZ:Mamm:198254
Akodon cursor,-41.26176484,-12.80211037,1998,speciesLink,MVZ:Mamm:197760
Akodon cursor,-39.0003603,-15.35046386,1996,speciesLink,MVZ:Mamm:197751
Akodon cursor,-39.0003603,-15.35046386,1996,speciesLink,MVZ:Mamm:197743
Akodon cursor,-42.65040151,-19.71714977,1996,speciesLink,MVZ:Mamm:197739
Akodon cursor,-42.65040151,-19.71714977,1996,speciesLink,MVZ:Mamm:197735
Akodon cursor,-42.65040151,-19.71714977,1996,speciesLink,MVZ:Mamm:197726
Akodon cursor,-42.65040151,-19.71714977,1996,speciesLink,MVZ:Mamm:197723
Akodon cursor,-42.65040151,-19.71714977,1996,speciesLink,MVZ:Mamm:197625
Akodon cursor,-39.0003603,-15.35046386,1996,speciesLink,MVZ:Mamm:197602
Akodon cursor,-39.0003603,-15.35046386,1996,speciesLink,MVZ:Mamm:197601
Akodon cursor,-39.0003603,-15.35046386,1996,speciesLink,MVZ:Mamm:197600
Akodon cursor,-42.65040151,-19.71714977,1996,speciesLink,MVZ:Mamm:197599
Akodon cursor,-42.65040151,-19.71714977,1996,speciesLink,MVZ:Mamm:197598
Akodon cursor,-41.26176484,-12.80211037,1998,speciesLink,MVZ:Mamm:197458
Akodon cursor,-45.1166667,-23.4166667,1992,speciesLink,MVZ:Mamm:193400
Akodon cursor,-45.1166667,-23.4166667,1992,speciesLink,MVZ:Mamm:193399
Akodon cursor,-48.4166667,-24.3333333,1992,speciesLink,MVZ:Mamm:193398
Akodon cursor,-48.41666667,-24.33333333,1994,speciesLink,MVZ:Mamm:192856
Akodon cursor,0,0,1979,speciesLink,MVZ:Mamm:192855
Akodon cursor,0,0,1979,speciesLink,MVZ:Mamm:192854
Akodon cursor,0,0,1979,speciesLink,MVZ:Mamm:192853
Akodon cursor,0,0,1979,speciesLink,MVZ:Mamm:192852
Akodon cursor,0,0,1979,speciesLink,MVZ:Mamm:192851
Akodon cursor,0,0,1979,speciesLink,MVZ:Mamm:192850
Akodon cursor,-48.75,-22.16667,1994,speciesLink,MVZ:Mamm:192848
Akodon cursor,-48.75,-22.16667,1994,speciesLink,MVZ:Mamm:192847
Akodon cursor,-48.75,-22.16667,1994,speciesLink,MVZ:Mamm:192846
Akodon cursor,-48.75,-22.16667,1994,speciesLink,MVZ:Mamm:192845
Akodon cursor,-48.75,-22.16667,1994,speciesLink,MVZ:Mamm:192844
Akodon cursor,-48.75,-22.16667,1994,speciesLink,MVZ:Mamm:192843
Akodon cursor,-48.75,-22.16667,1994,speciesLink,MVZ:Mamm:192842
Akodon cursor,0,0,1994,speciesLink,MVZ:Mamm:192840
Akodon cursor,0,0,1994,speciesLink,MVZ:Mamm:192839
Akodon cursor,0,0,1994,speciesLink,MVZ:Mamm:192838
Akodon cursor,-45.9,-23.65,1994,speciesLink,MVZ:Mamm:192837
Akodon cursor,-48.41666667,-24.33333333,1994,speciesLink,MVZ:Mamm:192836
Akodon cursor,-48.41666667,-24.33333333,1994,speciesLink,MVZ:Mamm:192835
Akodon cursor,-48.41666667,-24.33333333,1994,speciesLink,MVZ:Mamm:192834
Akodon cursor,-48.41666667,-24.33333333,1994,speciesLink,MVZ:Mamm:192833
Akodon cursor,-48.41666667,-24.33333333,1994,speciesLink,MVZ:Mamm:192832
Akodon cursor,-48.41666667,-24.33333333,1994,speciesLink,MVZ:Mamm:192831
Akodon cursor,-48.41666667,-24.33333333,1994,speciesLink,MVZ:Mamm:192830
Akodon cursor,-48.41666667,-24.33333333,1994,speciesLink,MVZ:Mamm:192829
Akodon cursor,-48.41666667,-24.33333333,1994,speciesLink,MVZ:Mamm:192828
Akodon cursor,-48.41666667,-24.33333333,1994,speciesLink,MVZ:Mamm:192827
Akodon cursor,-48.41666667,-24.33333333,1994,speciesLink,MVZ:Mamm:192826
Akodon cursor,-48.41666667,-24.33333333,1994,speciesLink,MVZ:Mamm:192825
Akodon cursor,-48.41666667,-24.33333333,1994,speciesLink,MVZ:Mamm:192824
Akodon cursor,-48.41666667,-24.33333333,1994,speciesLink,MVZ:Mamm:192823
Akodon cursor,-48.41666667,-24.33333333,1994,speciesLink,MVZ:Mamm:192822
Akodon cursor,-48.41666667,-24.33333333,1994,speciesLink,MVZ:Mamm:192821
Akodon cursor,-48.41666667,-24.33333333,1994,speciesLink,MVZ:Mamm:192820
